Tweet,Tweet_cleaned,Emojis,Tweet_len,sentiment,Annotation,label,my_sentiment
ادمنت ابغى دونات من كرسبي كريم او دانكن,ادمنت ابغى دونات كرسبي كريم دانكن,,6,negative,1,-1,-1
ادمنت الايس تي حق ستاربكس😩♥️♥️,ادمنت الايس حق ستاربكس,"['😩', '♥️']",4,positive,1,1,1
ادمنت دونات دانكن,ادمنت دونات دانكن,,3,negative,1,-1,-1
ادمنت دونات دانكن اللي بستاشيو 💔💔,ادمنت دونات دانكن اللي بستاشيو,['💔'],5,negative,1,-1,-1
ادمنت ستاربكس مع الكرك هالفترة وهذا شي مو جيد لميزانيتي,ادمنت ستاربكس الكرك هالفترة شي مو جيد لميزانيتي,,8,positive,1,1,-1
ادمنت طلبات دانكن مو قادر اوقف,ادمنت طلبات دانكن مو قادر اوقف,,6,negative,1,-1,-1
ادمنت قبل المدرسة اروح ستاربكس,ادمنت المدرسة اروح ستاربكس,,4,negative,1,-1,-1
ادمنت ماتشا ستاربكس تكفون😋,ادمنت ماتشا ستاربكس تكفون,['😋'],4,negative,1,-1,-1
ادمنت ماتشا ستاربكس كل خمسه دقايق ابي كوب,ادمنت ماتشا ستاربكس خمسه دقايق ابي كوب,,7,negative,1,-1,-1
ادمنتت قهوة ستاربكس 😩,ادمنتت قهوة ستاربكس,['😩'],3,positive,1,1,1
اذا باقي ب ريشيو جرب دوناتهم بالزعتر لذيذه مره  وخل يسخنونها — اصلاً كنت ناوي كيمس بس قفل ورحت له لاني ابي قهوة بس المره الجاية تم https://t.co/025dfgXoyz,باقي ريشيو جرب دوناتهم بالزعتر لذيذه مره وخل يسخنونها — اصلا كنت ناوي كيمس قفل ورحت لاني ابي قهوة المره الجاية,,21,positive,1,1,-1
اذا تبغى تصحصح في الويكند او تحتاج تكون مركز في الدوام :لاتشرب بلاك كافي (قهوتك)المعتادة(اللي تشربه دايم ) جرب غيره مثلا المعتادة دانكن جرب قهوة ماك او اي كافي، وراح تشوف الفرق😎👌🏼,تبغى تصحصح الويكند تحتاج مركز الدوام لاتشرب بلاك كافي قهوتك المعتادة اللي تشربه دايم جرب غيره مثلا المعتادة دانكن جرب قهوة ماك كافي وراح تشوف الفرق emoji OK hand medium light skin tone emoji,"['👌🏼', '😎']",34,positive,1,1,1
اذا شفت دانكن مسوي عرض اعرف ان في مناسبة,شفت دانكن مسوي عرض اعرف مناسبة,,6,negative,1,-1,-1
اذا ما وداك ستاربكس بليلة زواجك اخلعيه https://t.co/JJ6MbDCQQG,وداك ستاربكس بليلة زواجك اخلعيه,,5,positive,1,1,1
اذا ماخذين قهوه من دانكن ولا ستار ما ارتاح,ماخذين قهوه دانكن ستار ارتاح,,5,negative,1,-1,-1
اذا ماسويت قهوة عربي ~ اطلب بارنز 🤨😁 https://t.co/8Zl6ctkKaS,ماسويت قهوة عربي اطلب بارنز,"['😁', '🤨']",5,negative,1,-1,-1
ارسلت لاخوي الساعه 1 ونص اقوله ابي قهوه فقدت الامل انه يجيب لي قمت سويت قهوه البيت شوي الا وهو داخل في يده قهوه من دانكن وحلى قلت بدريي قال سامحيني والله توي اشوف رسالتس ، تأنيب ضميير فل عنديي😔,ارسلت لاخوي الساعه ونص اقوله ابي قهوه فقدت الامل يجيب قمت سويت قهوه البيت شوي داخل يده قهوه دانكن وحلى قلت بدريي سامحيني والله توي اشوف رسالتس تانيب ضميير فل عنديي,['😔'],31,negative,1,-1,-1
اروح اجهز لي احححلاااا نسكافيه 😢❤️❤️,اروح اجهز احححلاااا نسكافيه,"['❤️', '😢']",4,positive,1,1,1
اروح الصالون ادفع ٥٠٠ بعدين يعطوني نسكافيه ببلاش استانس ✨,اروح الصالون ادفع بعدين يعطوني نسكافيه ببلاش استانس,['✨'],8,positive,1,1,1
اروح ستاربكس بس عشان الباريستا اللطيفه https://t.co/sV1watVrmQ,اروح ستاربكس عشان الباريستا اللطيفه,,5,positive,1,1,1
اريام خلتني ادمن دانكن بششكل !,اريام خلتني ادمن دانكن بششكل,,5,positive,1,1,-1
اريد اروح اجرب  دانكن بس لما تخف الزحمة,اريد اروح اجرب دانكن تخف الزحمة,,6,negative,1,-1,-1
اريد قهوه من دانكن و هواجيس و بحر,اريد قهوه دانكن هواجيس بحر,,5,negative,1,-1,-1
ازين شي بالبرد دانكن https://t.co/PrhVjf2Xrz,ازين شي بالبرد دانكن,,4,negative,1,-1,-1
اسبريسو دانكن الله يديم النعمة,اسبريسو دانكن الله يديم النعمة,,5,positive,1,1,1
استاذه عفاف اليوم تجنن جابت لنا من دانكن عشان اخر يوم لنا معها من غير شر يمامممييي صدق احبها,استاذه عفاف تجنن جابت دانكن عشان اخر شر يمامممييي صدق احبها,,11,positive,1,1,1
استغليت الصحوة بدري و سويت لي مشروب الدوام و اوفيشلي خلصت بن دانكن الاوريجينال بليند الحين جاء دور قهوة ايطاليا اشتريت ٢ و باقي ماخلصتهم و عندي من غيرهم ٢ بن كمان خلاااص أنا في أحسن حالاتي لاني قاعدة اسوي قهوتي في البيت و تطلع 👌🏼✨,استغليت الصحوة بدري سويت مشروب الدوام اوفيشلي خلصت دانكن الاوريجينال بليند الحين جاء دور قهوة ايطاليا اشتريت باقي ماخلصتهم عندي غيرهم كمان خلاااص انا احسن حالاتي لاني قاعدة اسوي قهوتي البيت تطلع emoji OK hand medium light skin tone emoji,"['✨', '👌🏼']",40,negative,1,-1,-1
استمر ف السعي واشرب نسكافيه. https://t.co/CbRd3L8dMU,استمر السعي واشرب نسكافيه,,4,positive,1,1,1
استنى عروض دانكن على الفالنتاين يعني مو معقوله لا حبيب ولا قهوه,استنى عروض دانكن الفالنتاين يعني مو معقوله قهوه,,8,positive,1,1,1
اسرع واحدة تعمل نسكافيه وسندوتشات https://t.co/yswzMeiYVi https://t.co/E7iIqeCusI,اسرع واحدة تعمل نسكافيه وسندوتشات,,5,positive,1,1,1
اسعد لحظاتي سوبرماركت و عشقي ستاربكس✨🤍🤍🤍 https://t.co/oHEQEVEvbg,اسعد لحظاتي سوبرماركت عشقي ستاربكس,"['✨', '🤍']",5,positive,1,1,1
اشتريت دونات من دانكن✨,اشتريت دونات دانكن,['✨'],3,negative,1,-1,-1
اشتريت كتاب ،غايته ستاربكس القرم و اير بودز☺️,اشتريت كتاب غايته ستاربكس القرم اير بودز,['☺️'],7,positive,1,1,1
اشتريت نسكافيه مش عارفه اسمه بس عاجبني,اشتريت نسكافيه مش عارفه اسمه عاجبني,,6,positive,1,1,1
اشتقت أشرب قهوة اللي تجي ظروف نسكافيه وموكا والله ياكانت استكنان 👌🏼 بس من طحت بالمكاين والبلاك نسيتهم,اشتقت اشرب قهوة اللي تجي ظروف نسكافيه وموكا والله ياكانت استكنان emoji OK hand medium light skin tone emoji طحت بالمكاين والبلاك نسيتهم,['👌🏼'],23,negative,1,-1,1
اشتقت لايام ناخذ سموذي ليمون نعناع وساندوتش تونة من د.كيف,اشتقت لايام ناخذ سموذي ليمون نعناع وساندوتش تونة,,8,positive,1,1,1
اشتقت لقهوة دانكن,اشتقت لقهوة دانكن,,3,negative,1,-1,-1
اشتهيت احلى من دانكن واروق على مسلسلي,اشتهيت احلى دانكن واروق مسلسلي,,5,negative,1,-1,1
"اشتهيت اروح ستاربكس بعدها جرير 
شكلي نضجت",اشتهيت اروح ستاربكس بعدها جرير شكلي نضجت,,7,negative,1,-1,1
اشتهيت ايس كراميل ميكاتو من دانكن😞,اشتهيت ايس كراميل ميكاتو دانكن,['😞'],5,negative,1,-1,-1
اشتهيت ايسد كرك حق دانكن ):,اشتهيت ايسد كرك حق دانكن,,5,negative,1,-1,1
اشتهيت بلاك دانكن الحين!,اشتهيت بلاك دانكن الحين,,4,negative,1,-1,1
اشتهيت دانكن بس الساعه عشرة مرة لا,اشتهيت دانكن الساعه مرة,,4,negative,1,-1,-1
اشتهيت دانكن فجاءه😢😢😢!,اشتهيت دانكن فجاءه,['😢'],3,negative,1,-1,-1
اشتهيت دانكن من ستوري دانا,اشتهيت دانكن ستوري دانا,,4,negative,1,-1,1
اشتهيت دونات دانكن,اشتهيت دونات دانكن,,3,negative,1,-1,-1
اشتهيت دونات دانكن ههههههههههه,اشتهيت دونات دانكن ههههههههههه,,4,negative,1,-1,-1
اشتهيت دونات دانكن ياجمااااااعه,اشتهيت دونات دانكن ياجمااااااعه,,4,negative,1,-1,-1
اشتهيت ريد ڤلفت حق دانكن,اشتهيت ريد ڤلفت حق دانكن,,5,negative,1,-1,1
اشتهيت سبانش لاتيه بارد حق دانكن,اشتهيت سبانش لاتيه بارد حق دانكن,,6,negative,1,-1,1
اشتهيت ستاربكس ابي اروح,اشتهيت ستاربكس ابي اروح,,4,negative,1,-1,-1
اشتهيت ستاربكس بارد كراميل اللي يحبني يجيب لييي,اشتهيت ستاربكس بارد كراميل اللي يحبني يجيب لييي,,8,negative,1,-1,1
اشتهيت شوكلت باتشي ☹️ وبلاك كوفي دانكن 😔,اشتهيت شوكلت باتشي وبلاك كوفي دانكن,"['☹️', '😔']",6,negative,1,-1,-1
"اشتهيت فرابشينو ستاربكس الان
ايش يصبرني لين يفتح",اشتهيت فرابشينو ستاربكس ايش يصبرني لين يفتح,,7,negative,1,-1,1
اشتهيت فطور ماك بس اطلالة دانكن,اشتهيت فطور ماك اطلالة دانكن,,5,negative,1,-1,-1
اشتهيت قهوة دانكن,اشتهيت قهوة دانكن,,3,negative,1,-1,1
اشتهيت قهوة ستاربكس وانا صايمة,اشتهيت قهوة ستاربكس وانا صايمة,,5,negative,1,-1,1
اشتهيت قهوة ستاربكس😞,اشتهيت قهوة ستاربكس,['😞'],3,positive,1,1,1
اشتهيت قهوة هاف مليون مقدر,اشتهيت قهوة هاف مقدر,,4,negative,1,-1,-1
اشتهيت قهوه بارنز 😩,اشتهيت قهوه بارنز,['😩'],3,negative,1,-1,1
اشتهيت قهوه ستاربكس الي اخر مره شربتها قبل ٥ شهور!🤨,اشتهيت قهوه ستاربكس اخر مره شربتها شهور,['🤨'],7,negative,1,-1,1
اشتهيت قهوه ستاربكس بشكل يموت,اشتهيت قهوه ستاربكس يموت,,4,negative,1,-1,1
اشتهيت قهوه من ستاربكس ياربي 😢,اشتهيت قهوه ستاربكس ياربي,['😢'],4,negative,1,-1,1
اشتهيت كرك وقت البريك بروح اخذ لي واحد من دانكن,اشتهيت كرك وقت البريك بروح اخذ دانكن,,7,negative,1,-1,1
اشتهيت كوكيز ستاربكس وهوت تشوكليت تيم,اشتهيت كوكيز ستاربكس وهوت تشوكليت تيم,,6,negative,1,-1,-1
اشتهيت مشروب ستاربكس مليان كراميل وكريمه,اشتهيت مشروب ستاربكس مليان كراميل وكريمه,,6,positive,1,1,1
اشتهيت نسكافيه حق الامهات 🥲,اشتهيت نسكافيه حق الامهات,['\U0001f972'],4,positive,1,1,1
اشتهيت نوتيلا وكوكيز لذيذذذ مع قهوة هاف مليون❤️‍🔥,اشتهيت نوتيلا وكوكيز لذيذذذ قهوة هاف,['❤️\u200d🔥'],6,negative,1,-1,1
اشتهيت هوت شوكلت هاف مليون مع انه ماشربته الا مره,اشتهيت هوت شوكلت هاف ماشربته مره,,6,negative,1,-1,-1
اشتهيت هوت شوكلت ودونات من دانكن,اشتهيت هوت شوكلت ودونات دانكن,,5,negative,1,-1,-1
اشتهيت وافل ستاربكس,اشتهيت وافل ستاربكس,,3,negative,1,-1,1
اشكر براونيز ستاربكس لان الطاقه مو طبيعيه,اشكر براونيز ستاربكس لان الطاقه مو طبيعيه,,7,positive,1,1,1
اشوف بنت خالتي بالمدرسه ماتدخل الا ومعها دانكن وتسحب على الطابور الله يسقي ايام افطر على المعجون واسوي التمارين غصب واقول سارعي تشوفون وش حياة الانسان حلوه وهو مغصوب ولا مب مغصوب,اشوف بنت خالتي بالمدرسه ماتدخل ومعها دانكن وتسحب الطابور الله يسقي افطر المعجون واسوي التمارين غصب واقول سارعي تشوفون وش حياة الانسان حلوه مغصوب مب مغصوب,,26,negative,1,-1,-1
